Timestamp,What is your main discipline?,What sector do you work in?,What industry does your work related to?,What is your highest level of formal education?,How many years experience do you have working with subsurface data?,Do you think you have conceptual or other biases that impact your work?,Do you publish academic or industry literature?,Do you think there is a reproducibility problem in subsurface geoscience? Reproducibility = the ability to reproduce the results of your own or others' work.,"How much of the geoscience literature, do you think is reproducible? (0 = none, 10 = all)",Have you tried to reproduce your own results at a later date?,If yes please detail.,Have you tried to reproduce others' published results?,If yes please detail.,Have you published (or tried to publish) positive or negative replication findings?,If yes please detail.,Do you regularly write computer code as part of your work?,What practicalities make published results difficult to reproduce? [Access to data],What practicalities make published results difficult to reproduce? [Access to software],What practicalities make published results difficult to reproduce? [Assess to code],What practicalities make published results difficult to reproduce? [Access to journals],What practicalities make published results difficult to reproduce? [Journal standards],What practicalities make published results difficult to reproduce? [Lack of funding for reproducibility studies],What practicalities make published results difficult to reproduce? [Methods undocumented],What practicalities make published results difficult to reproduce? [Confidentiality/copyright issues],Please specify any other factors you think are important?,What factors contribute to irreproducible publications? [Reporting bias],What factors contribute to irreproducible publications? [Poor methodology],What factors contribute to irreproducible publications? [Questionable statistical validity],What factors contribute to irreproducible publications? [Poor/inadequate analysis],What factors contribute to irreproducible publications? [Poor project/experimental design],What factors contribute to irreproducible publications? [Inadequate peer review],What factors contribute to irreproducible publications? [Pressure to publish],What factors contribute to irreproducible publications? [Insufficient mentoring/supervision],What factors contribute to irreproducible publications? [Fraud],Please specify any other factors you think are important?,How could reproducibility be improved by authors? [Publish derived data (e.g. seismic horizons)],How could reproducibility be improved by authors? [Clearer separation of raw data from interpretation],How could reproducibility be improved by authors? [Detailed methods explanation],How could reproducibility be improved by authors? [More robust project/experimental design],How could reproducibility be improved by authors? [Increased statistical understanding],How could reproducibility be improved by authors? [Better teaching and mentoring],How could reproducibility be improved by authors? [Increased collaboration between research groups],How could reproducibility be improved by authors? [Pre-registration of hypotheses to third party (e.g. journal or external researcher)],Please specify any other factors you think are important?,"How could reproducibility be improved by societies (e.g. EGU, AGU, AAPG) and journals? [Incentives to publish reproduction studies]","How could reproducibility be improved by societies (e.g. EGU, AGU, AAPG) and journals? [Increased journal standards]","How could reproducibility be improved by societies (e.g. EGU, AGU, AAPG) and journals? [Modified journal correction process]","How could reproducibility be improved by societies (e.g. EGU, AGU, AAPG) and journals? [Incentives for replication studies]","How could reproducibility be improved by societies (e.g. EGU, AGU, AAPG) and journals? [Pre-registration of hypotheses to journal]",Please specify any other factors you think are important?
2020/06/06 2:16:24 AM GMT+1,Geology,Industry,Oil & Gas,Doctoral (PhD),Oct-15,Yes (regularly),Yes (regularly),Yes (major),3,Yes,I regularly go back and try and reproduce my models (I am a structural geologist). It's now part of my regular workflow for quantifying uncertainty. ,Yes,I have tried to reproduce some cross sections and restorations from the literature and found some to be impossible. ,Yes,Actually yes. I had a paper summarily rejected and the editor told me my results were not novel because I was merely positively replicating results.,Yes,Often;Sometimes,Rarely,Sometimes,Sometimes,Often,,Often,Often,"I think there is a push especially in the academic world to make everything novel. Also, negative results are never published. It's not just a geoscience problem, its a science problem. I think that over 50% of geoscience literature isn't true and won't hold up over time. Especially the studies that are merely model based. With some other sciences this problem is much worse as has been documented by others.",Often,Sometimes,Often,Sometimes,Sometimes,Sometimes,Often,Rarely,Rarely,In geosciences- models that have no real basis in reality. ,Maybe,Yes,Yes,Yes,Yes,Maybe,Maybe,Maybe,"Don't just publish a model. A model paired with something from actual rocks fine, but so many studies are just models of natural systems. I have lost confidence in so many of these because the models are opaque, can't really be critiqued by the reader and I know how models can be massaged to produce favorable results. ",Yes,Maybe,Maybe,Yes,Maybe,
2020/06/06 2:40:12 AM GMT+1,Geophysics,Industry,Oil & Gas,"Masters (MSci, MSc, MS)",5-Oct,Yes (sometimes),Yes (sometimes),Yes (major),3,Yes,,Yes,,No,,Yes,Often,Often,Often,Sometimes,Sometimes,Often,Often,Often,,Sometimes,Sometimes,Often,Sometimes,Often,Sometimes,Often,Sometimes,Rarely,,Yes,Yes,Yes,Maybe,Yes,Maybe,Maybe,Yes,,Yes,Yes,Yes,Yes,Maybe,
2020/06/06 4:04:47 AM GMT+1,Geology & Geophysics,Academia,"Research, Teaching and Communication",Post-Doctoral,Oct-15,Yes (regularly),Yes (regularly),Yes (major),6,Yes,"When submitting past work for publication, or repeating experiments with new parameters/data",Yes,WHen evaluating a new method or using the data they have published,Yes,"Negative findings: 1) a region that wasn't prospective for base metals, 2) imputation techniques using common library that were inadequate for geoscientific data",Yes,Often,Often,Often,Rarely,Sometimes,Sometimes,Often,Often,A lack description of what doesn't work and why. A lack of uncertainty measures. ,Often,Sometimes,Often,Sometimes,Sometimes,Sometimes,Often,Sometimes,Rarely,,Yes,Yes,Yes,Maybe,Maybe,Maybe,Yes,Maybe,,Yes,Maybe,Maybe,Yes,Maybe,
2020/06/06 4:19:42 AM GMT+1,Geology,Academia,"Research, Teaching and Communication",Doctoral (PhD),5-Oct,Yes (sometimes),Yes (regularly),Yes (minor),7,Yes,Gone back to outcrops and resampled.,No,,No,,No,Often,Rarely,Sometimes,Rarely,Rarely,Often,Sometimes,Rarely,,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Rarely,,Maybe,Yes,Yes,Yes,Maybe,Maybe,Maybe,No,,Yes,Maybe,Maybe,Yes,No,
2020/06/06 6:16:46 AM GMT+1,Teaching,Education ,"Research, Teaching and Communication;Hydrogeology;Natural Hazards & Risk",Post-Doctoral,0-5,Yes (regularly),Yes (regularly),Yes (minor),7,Yes,"Core analysis, GPR, never tried to redo seismic",No,,No,,Yes,Often,Often,Often,Often,Rarely,Sometimes,Sometimes,Rarely,"Reproduction should be common as part of training and masterclasses, but those are rare/unaffordable",Often,Sometimes,Sometimes,Sometimes,Often,Often,Often,Sometimes,Rarely,Narrative fallacy,Yes,Yes,Maybe,Maybe,Yes,Yes,Yes,Maybe,,Yes,Maybe,Maybe,Yes,No,Depends strongly on the type of study
2020/06/06 6:25:14 AM GMT+1,Geology,Academia,"Research, Teaching and Communication",Post-Doctoral,5-Oct,Yes (sometimes),Yes (regularly),Yes (major),3,No,,Yes,,No,,No,Often,Often,Sometimes,Sometimes,Rarely,Often,Often,Sometimes,,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,Rarely,,Yes,Yes,Yes,Maybe,Maybe,Yes,Yes,Yes,,Yes,Maybe,Maybe,Yes,Yes,
2020/06/06 9:01:49 AM GMT+1,Geology & Geophysics,Academia,"Research, Teaching and Communication;Mining & Quarrying;Renewable Energy;Engineering Geology;Hydrogeology;Natural Hazards & Risk",Post-Doctoral,Oct-15,Yes (regularly),Yes (regularly),Yes (major),3,Yes,"Mostly re-running previous simulations to extend with more data and new concepts, struggled partly with changes in programming environment, hardware, etc. - and data saved in various formats.",Yes,"Geological models and spatial interpretations. In most cases, very difficult, as information on interpretations is missing (i.e. often not clear, how decisions were made; many geological models have at least some parts that are ""hand-drawn"" and it is then not clear how the modeller derived these interpretations; information on available data is often missing, even if this would be a relatively simple addition; often the convenient excuse: ""sorry, commercial data, can not share""...)",No,"I didn't try, but I also wouldn't know which of our current journals would publish such studies (or if it would be worth the effort, given that it would not be perceived as ""novel"" and ""breakthrough science""-like)",Yes,Often,Sometimes,Often,Rarely,Sometimes,Often,Often,Often,"Even with developments around FAIR data principles, there is no big incentive for geoscientists to create reproducible studies - and I also think that it is generally more difficult than in other fields (due to the strong interaction between knowledge and interpretation in geosciences)",Often,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,Rarely,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"I think pre-registration would be fantastic - but also difficult in our field, as we typically can not perform the standard ""experimental"" workflow of hypothesis -> experiment -> analysis. 

Still, pre-registering at least the objective of a study and the methods that will be applied would be something we definitely should try to establish in our field, as well.",Yes,Maybe,Maybe,Yes,Yes,
2020/06/06 9:13:18 AM GMT+1,Geophysics,Industry,Oil & Gas,Post-Doctoral,20+,Yes (regularly),Yes (sometimes),Yes (minor),3,Yes,"Writing papers having switched from academia to industry or between companies was extremely difficult (back in the 90s, early 2000s) because of software access and shutting down accounts and environments",No,,No,,Yes,Often,Often,Often,Rarely,Rarely,Rarely,Sometimes,Rarely,,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Rarely,Rarely,,Yes,Yes,Yes,Maybe,Maybe,Maybe,Yes,No,,Maybe,No,Maybe,Maybe,No,
2020/06/06 9:30:06 AM GMT+1,Geology,Government,Natural Hazards & Risk,Post-Doctoral,Oct-15,Yes (sometimes),Yes (regularly),Yes (major),4,Yes,"I always come back to my early interpretation after some month and I try to look back to what I see in the data, then I compare the results. Most of the time what changes are just details. The problem is basically that often we do not have the original data (as seismic profile) ""in house""",Yes,We did a project within an area already studied using the same subsurface data. We asked ourselves to look critically at what our colleagues did. In that case we where able to reproduce their work for large part of the area but we also introduced our interpretation,No,,No,Often,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Often,Often,,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,Rarely,Rarely,,Yes,Yes,Yes,Maybe,Maybe,No,Maybe,Maybe,,Maybe,Yes,Maybe,Maybe,Maybe,
2020/06/06 10:20:22 AM GMT+1,Geophysics,Industry,Oil & Gas,"Masters (MSci, MSc, MS)",Oct-15,No,No,Yes (minor),7,Yes,"Reinterpretation of new seismic always change the perspective of things, giving you these heinsight ""of course"" moments wrt to previous interpretation. Once seen, it cannot be unseen. Which change again with the next seismic, but rarely in the same location.",No,,No,,Yes,Sometimes,Sometimes,Often,Rarely,Sometimes,Sometimes,Often,Often,,Sometimes,Sometimes,Often,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Rarely,,Yes,Maybe,Yes,Maybe,Yes,Yes,Maybe,Maybe,,Yes,Maybe,Maybe,Yes,Maybe,
2020/06/06 7:52:32 PM GMT+1,Geology,Academia,"Research, Teaching and Communication;Oil & Gas;Environmental Geology and Contaminated Land;Hydrogeology;Natural Hazards & Risk",Post-Doctoral,Oct-15,Yes (sometimes),Yes (regularly),Yes (major),3,No,,No,,No,,Yes,Often,Often,Often,Sometimes,Often,Sometimes,Often,Often,(1) The lack/absence of community standards for data archival and sharing. (2) Data accessible to and published on only by (hydrocarbon) industry affiliates ,Often,Often,Sometimes,Often;Sometimes,Often;Sometimes,Often,Often,Sometimes,Rarely,"Review/editor bias against authors from under-represented minorities, and in favor of ""gate-keepers"" who are primarily white.  ",Yes,Yes,Yes,Yes;Maybe,Yes,Maybe,Maybe,Maybe,,Maybe,Yes,Yes,Maybe,Maybe,Incentives to publish data-sets and code. It should not be possible to publish the analyses of a data-set without giving the community access to the data-set that was used. 
2020/06/06 8:12:46 PM GMT+1,Geology,Industry,Oil & Gas,Doctoral (PhD),Oct-15,Yes (regularly),Yes (regularly),Yes (minor),5,Yes,"I often rework data every few years on exploration projects. In nearly all cases the interpretation changes. There are a lot of reasons for this. Number one is new/more data. Number two is different meanings for old data (ie new models, concepts etc)",Yes,Itâ€™s pretty common to rework an area that I read about if it is pertinent to my job. Probably 50% of the time I end up with the same conclusion or substantially similar conclusions. ,No,,Yes,Often,Often,Often,,Rarely,Rarely,Often,Rarely,,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,,Maybe,Yes,Maybe,No,Maybe,Maybe,Maybe,Maybe,,No,Maybe,Maybe,No,No,
2020/06/06 10:41:46 PM GMT+1,Geophysics,Industry,Helium exploration ,"Bachelors (BSc, BS)",20+,Yes (sometimes),No,Yes (minor),6,No,,No,,No,,No,Often,Often,Sometimes,Sometimes,,,Sometimes,Often,,Often,Often,Often,Often,Often,Often,Often,Sometimes,Rarely,,Yes,,,,Yes,,Yes,Yes,,Maybe,Maybe,Maybe,Maybe,,
2020/06/07 8:24:51 AM GMT+1,Geophysics,Academia,"Research, Teaching and Communication;Oil & Gas;Natural Hazards & Risk;Earthquake science and seismic hazard",Post-Doctoral,15-20,Yes (regularly),Yes (regularly),Yes (minor),7,Yes,"The Collaboratory for the Study of Earthquake Predictability (CSEP) is a global initiative to provide independent, prospective and reproducible evaluations of earthquake forecasts. We have built a cyber platform for this purpose, with stringent requirements on reproducibility.  ",Yes,"Yes, with mixed results. ",Yes,Positive replication findings that could be explained in different ways,Yes,Sometimes,Rarely,Often,Rarely,Often,Often,Often,Sometimes,,Sometimes,Often,Often,Often,Often,Often,Often,Sometimes,Rarely,"Many geophysical studies are retrospective: they explain things in the past, but do not focus on how these results can be applied to future data, i.e. there is a lack of predictive seismology, which allows researchers to overfit models, over-explain past data and come up with a new and improved model for each new dataset collected. ",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Journals and peer review may not be sufficient for formal, independent evaluations of model predictions and forecasts - independent platforms seem to be required that facilitate reproducibility. ",Yes,Maybe,Yes,Yes,Yes,Prospective testing of model predictions/forecasts
2020/06/07 1:04:51 PM GMT+1,Geophysics,Academia,Oil & Gas,Doctoral (PhD),0-5,Yes (sometimes),Yes (sometimes),Yes (major),1,No,,Yes,Reproduce models from papers from given information,No,,Yes,Often,Rarely,Often,Rarely,Sometimes,Rarely,Often,Often,,Sometimes,Often,Often,Often,Often,Rarely,Often,Often,Rarely,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Maybe,Publication of code,Yes,Yes,Yes,Yes,No,
2020/06/07 4:21:06 PM GMT+1,Geology & Geophysics,Industry,Oil & Gas,"Masters (MSci, MSc, MS)",20+,Yes (regularly),No,Yes (major),1,No,,No,,No,,Yes,Often,Sometimes,Often,Often,Sometimes,Often,Often,Often,,Often,Often,Often,Often,Often,Sometimes,Often,Sometimes,Rarely,,Yes,Yes,Maybe,Maybe,Yes,Yes,Maybe,No,,Yes,No,Maybe,Yes,No,
2020/06/07 6:32:01 PM GMT+1,Geology,Industry,Oil & Gas,Doctoral (PhD),20+,Yes (regularly),Yes (regularly),No,8,Yes,"Reinterpretation & other mapping techniques usually come up with same answer, surprisingly so.  But, that's probably because I apply the same biases.",Yes,Surely we do that with paradigm defining works e.g. reactive diapirism or polygonal faults.  But that's application of another bias.,No,,No,Often,Rarely,Rarely,Sometimes,Sometimes,Rarely,Rarely,Sometimes,From the sidelines it is not obvious that academic authors these days care deeply about reproducibility because their world is clearly distorted by unhelpful kpis (quantity & impact etc),Often,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Often,Sometimes,Rarely,"As above.  Publications often give the impression of being neither science nor even art, but a commodity. ",Maybe,Yes,Maybe,Maybe,Maybe,Maybe,Yes,Maybe,,Yes,Yes,Maybe,Yes,Maybe,
2020/06/08 6:16:59 AM GMT+1,Geology & Geophysics,Academia,"Research, Teaching and Communication;Oil & Gas;Natural Hazards & Risk",Post-Doctoral,Oct-15,Yes (regularly),Yes (regularly),Yes (minor),2,Yes,Revisiting seismic data for example ,No,,No,,No,Often,Often,Often,Sometimes,Sometimes;Rarely,Sometimes,Sometimes,Often,,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Rarely,Sometimes,,Yes,Yes,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,,Yes,No,Maybe,Yes,Yes,
2020/06/08 8:56:41 AM GMT+1,Geology & Geophysics,Academia,"Research, Teaching and Communication","Masters (MSci, MSc, MS)",5-Oct,Yes (sometimes),No,Yes (minor),7,No,,No,,No,,Yes,Often,Sometimes,Often,,,,Often,Sometimes,,,Often,,,,,,,,,Yes,Yes,Yes,Maybe,Maybe,Maybe,Maybe,Maybe;No,,,,,,,
2020/06/08 8:58:48 AM GMT+1,Geology & Geophysics,Academia,"Research, Teaching and Communication;Oil & Gas;Renewable Energy;Hydrogeology",Post-Doctoral,5-Oct,Yes (regularly),Yes (sometimes),Yes (major),2,Yes,"Results typically dependent on my own documentation, typically this varies depending on the time that was available for the project. Working to a deadline typically resulted in less well documented (and therefore less robust) science.",Yes,"I was unable to reproduce results without making what I considered to be flawed assumptions. While I still consider the original work to be of value, I ceased my efforts to reproduce and integrate my work with it.",No,,Yes,Often,Often,Sometimes,Rarely,Sometimes,Often,Often;Sometimes,Often,"Paper ranking schemes (e.g. REF) that prioritize global impact. Personally I found throughout my PhD I was explicitly told to focus on producing high impact big ideas. On reflection, I believe this has reduced the focus on the fundamental science.

Skills that were compulsory in industry are absent in academia. For example geological studies on seismic data rarely include basic information on seismic acquisition that provides a direct indication of the resolution that should be expected of that data, even when 'resolution' is referred to as a key issue with the dataset.

Work that would never pass a 'decision gate' in my former life as an asset geologist, can be published in academia. (Please note: I refer to my own work as much as any others here.)",Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Often,Often,,The nature of the science - geology is by its nature conducted with a sparse and undersampled dataset. We should not accept claims that this in itself makes it 'not a real science' :-),,Yes,Yes,Yes,No,Maybe,Maybe,Maybe,"Suggestion: Establish a new roll in authorship: peer-author/peer-editor another scientist in a separate institution who will essentially act as a peer reviewed throughout the research process, rather than only in the peer review stage. Rather than unpicking everything at the end, they could provide genuine external collaboration. This could then emulate the peer review and stage-gate process employed by most companies.",Yes,Maybe,Maybe,Yes,No,"Industry - academic collaboration: The quality of work completed by academic for companies is excellent. I feel that there should be an imposed time limit before which such research is made available to the public. Typically this work is reproducible as staff at the sponsor companies will be following the projects and applying the results. Having seen some really cool science hidden away in JIPs, it would be great to know that there was perhaps a 10 year limit on confidentiality. This could also help address some issues regarding what is and isn't academic work.  The model could be that if ultimately the work will be shared openly with the public, perhaps after a time-limit, then it is research, if not, it is consultancy..."
2020/06/08 8:58:56 AM GMT+1,Geology & Geophysics,Academia,the Solid Earth,Doctoral (PhD),Oct-15,Unsure,Yes (sometimes),Yes (minor),6,Yes,Who doesn't?,Yes,Of course.  I often think I can do better than some of the stuff I see published.,Yes,,Yes,Sometimes,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Rarely,"In my subject area of earthquake seismology, it is really easy to access data.  Our community has done a great job of this over the years.  In contrast, when I occasionally try to work on industry stuff, data are generally impossible to get hold of.  I think there is lots of ropey science hiding behind datasets that are only available to the lucky few.",Yes,Yes,Yes,Maybe,Maybe,Maybe,Maybe,No,"I think the journals are the one thing that hold our standards up.  Peer review and careful editor work has never been more important than it is now.  We could do with fewer, higher quality journals.",Yes,Maybe,No,Yes,No,"Raw data, models produced etc, all need to be  freely available (or at least not embargoed indefinitely) before publication is allowed."
2020/06/08 9:06:04 AM GMT+1,chemometrics (data science applied to chemistry),Academia;Industry,Environmental Geology and Contaminated Land,"Masters (MSci, MSc, MS)",0-5,Yes (regularly),No,Yes (major),3,No,,No,,No,,Yes,Often,Sometimes,Often,Rarely,Rarely,Sometimes,Rarely,Sometimes,,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Often,Rarely,,Yes,Yes,Yes,Maybe,Yes,Maybe,Yes,Yes,,Yes,Maybe,Yes,Yes,Maybe,
2020/06/08 9:44:19 AM GMT+1,Geology & Geophysics,Academia,Oil & Gas;Engineering Geology,Post-Doctoral,15-20,Yes (sometimes),Yes (regularly),Yes (major),2,No,,No,,No,,Yes,Often,Often,Often,Rarely,Sometimes,Often,Sometimes,Often,,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Rarely,,Yes,Yes,Yes,Yes,Yes,Maybe,Maybe,Yes;Maybe,,Yes,Yes,Maybe,Yes,Maybe,
2020/06/08 9:53:32 AM GMT+1,Geophysics,Academia,"Research, Teaching and Communication;Natural Hazards & Risk",Post-Doctoral,5-Oct,Yes (sometimes),Yes (regularly),Yes (major),7,Yes,"e.g. re-running code, re-doing models has always been fine though my documentation leaves a lot to be desired so it might be difficult for someone else to get the same results",Yes,"I have tried to reproduce some modelling studies, not always getting the same results.",No,,Yes,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Rarely,,,Often,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Rarely,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Maybe,,Yes,Maybe,Maybe,Yes,Maybe,
2020/06/08 12:08:32 PM GMT+1,Geology,Industry,Oil & Gas,Doctoral (PhD),5-Oct,Yes (sometimes),Yes (regularly),Yes (major),3,No,,Yes,Works relating to industry predictions of facies and environments condusive to oil & gas processes. When i tried to reproduce the results of several papers I found that the papers final results were not supported by the data tables!,No,,Yes,Often,Rarely,Sometimes,Sometimes,Sometimes,Often,Sometimes,Rarely,,Often,Sometimes,Often,Often,Sometimes,Often,Often,Rarely,Rarely,,Yes,Yes,Maybe,Maybe,Yes,Yes,Yes,No,,Yes,Yes,Yes,Yes,No,
2020/06/08 2:17:41 PM GMT+1,Geology,Academia,"Research, Teaching and Communication;Oil & Gas","Masters (MSci, MSc, MS)",0-5,Yes (sometimes),Yes (sometimes),Yes (minor),7,No,,Yes,I found errors in publications by recalculating the results with their data,No,,No,Often,Sometimes,Sometimes,Sometimes,Often,Often,Often,Sometimes,,Sometimes,Sometimes,Often,Often,Often,Sometimes,Often,Often,Rarely,,Maybe,Yes,Yes,Maybe,Yes,Yes,Yes,No,,Maybe,Yes,Maybe,Yes,No,
2020/06/08 2:20:43 PM GMT+1,Geophysics,Academia,"Research, Teaching and Communication;Natural Hazards & Risk",Post-Doctoral,15-20,Yes (sometimes),Yes (regularly),Yes (major),2,Yes,"During reviews, picking up research for a new student from earlier work",Yes,Benchmarks between different computational models,Yes,"Tried to publish an issue with a method, but reviewers pushed back.",Yes,Sometimes,Rarely,Rarely,Often,Often,Often,Often,Rarely,,Often,Sometimes,Sometimes,Sometimes,Often,Often,Often,Sometimes,Rarely,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Yes,Yes,Yes,Yes,No,
2020/06/08 2:50:25 PM GMT+1,Geology & Geophysics,Industry,Oil & Gas,Doctoral (PhD),15-20,Yes (sometimes),Yes (sometimes),Yes (minor),5,Yes,,No,,No,,No,Sometimes,Sometimes,Often,Sometimes,Rarely,Often,Often,Often,,Sometimes,Often,Often,Often,Often,Sometimes,Often,Often,Sometimes,,Maybe,Yes,Yes,Yes,Maybe,Maybe,Yes,Maybe,,Yes,Maybe,Maybe,Yes,Maybe,
2020/06/08 4:16:34 PM GMT+1,Geophysics,Academia,"Research, Teaching and Communication",Post-Doctoral,20+,Yes (sometimes),Yes (regularly),Yes (major),5,Yes,"Have checked reproducibility a number of times, most recently, comparing inverted earthquake source time functions against against empirical source time functions recorded in direct P waves.",Yes,"Not sure if this answers the question, but I have sometimes spent time either digitizing published x-y graphs of data or results and also reformatting or manually writing physical parameters presented in table form of publications.",Yes,"Frequently in my area of work, predictions of models are checked against new analyses -- seismic velocities or attenuation parameters  as a function of depth, lateral position, or angle w.r.t. symmetry axes of anisotropy.",Yes,Often,Often,Often,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,data formats,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Rarely,,Yes,Yes,Yes,Maybe,Maybe,Maybe,Yes,No,,Yes,Yes,Maybe,Yes,No,
2020/06/08 8:51:16 PM GMT+1,Geophysics,Industry,Oil & Gas,"Masters (MSci, MSc, MS)",Oct-15,No,No,Yes (major),5,Yes,"I work as an application support for Landmark at BHP. I've noticed some minor tasks such as exporting sometimes are not handled as expected on a corporate approach: Landmark's tool export things one by one and let's think someone needs to export 100000 horizons in individual files! For the interpretation tasks, definitively the reproduction is a more complex issue, depending on geology and other situations. In my case I have noticed the real need (at least for me) of taking good notes on what to do for a particular workflow so in the future when the requirement is done, it can be done much faster. ",Yes,In this year I decided to learn as much of Data Science as possible. I have found many examples on several sites and more recently joined SWUNG.,Yes,Only internally on the clients's TEAM's site,Yes,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Often,,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,,No,Yes,Yes,Maybe,Maybe,Yes,Yes,Yes,,Yes,Maybe,Maybe,Maybe,Maybe,
2020/06/09 9:01:22 AM GMT+1,Geology & Geophysics,Industry,Oil & Gas,"Masters (MSci, MSc, MS)",15-20,Yes (sometimes),Yes (sometimes),Yes (major),3,No,,Yes,,No,,No,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Rarely,,Often,Often,Sometimes,Sometimes,,Sometimes,Sometimes,Sometimes,Rarely,,Yes,,Yes,,Yes,Yes,Yes,,,Yes,Maybe,Yes,Yes,Yes,
2020/06/09 9:28:16 AM GMT+1,Geology & Geophysics,Government,Mining & Quarrying;Oil & Gas;Hydrogeology,Doctoral (PhD),20+,Yes (sometimes),Yes (sometimes),Yes (major),7,Yes,,Yes,,No,,No,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Often,Sometimes,,Sometimes,Often,Sometimes,Often,Sometimes,Sometimes,Sometimes,Often,Rarely,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Maybe,,Yes,Yes,Yes,Yes,Maybe,
2020/06/09 10:10:49 AM GMT+1,Geology & Geophysics,Industry,Oil & Gas;Renewable Energy;Engineering Geology;Natural Hazards & Risk,"Bachelors (BSc, BS)",5-Oct,Yes (sometimes),Yes (sometimes),No,8,Yes,Remapping horizon,Yes,"Mapping features (faults, horizons, etc.) that were identified in other's reports or papers.",No,,No,Often,Sometimes,Sometimes,Often,Sometimes,Sometimes,Rarely,Often,Data access and access to studies that used those data.,Sometimes,Often,Sometimes,Often,Sometimes,Often,Sometimes,Sometimes,Rarely,,Yes,Yes,Yes,Maybe,Maybe,Yes,Yes,Maybe,,Maybe,Maybe,Yes,Yes,Maybe,
2020/06/09 11:26:18 AM GMT+1,Geology,Academia,"Research, Teaching and Communication;Renewable Energy;Engineering Geology",Doctoral (PhD),Oct-15,Yes (regularly),Yes (regularly),Unsure,7,No,,No,,No,,No,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Sometimes,,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Rarely,,Maybe,Maybe,Yes,Yes,Yes,Yes,Yes,Maybe,,Maybe,Maybe,Yes,Maybe,Maybe,
2020/06/09 12:03:56 PM GMT+1,Geology,Academia,"Research, Teaching and Communication",Post-Doctoral,5-Oct,Yes (sometimes),Yes (regularly),Yes (minor),4,Yes,As an analogue modeler I tried to do the same models in different labs that I worked in.,Yes,Specially with numerical model. ,No,,No,Often,Sometimes,Sometimes,Rarely,Rarely,Rarely,Often,Sometimes,,Sometimes,Sometimes,Sometimes,Often,Often,Often,Sometimes,Often,Sometimes,,Yes,Yes;Maybe,Yes,Yes,Maybe,Yes,Yes,Maybe,,Yes,Yes,Maybe,Maybe,No,
2020/06/09 12:52:51 PM GMT+1,Geology & Geophysics,,,"Masters (MSci, MSc, MS)",20+,No,Yes (sometimes),No,2,Yes,Revisit logs and outcrops to compare with seismic.,No,,Yes,I disagree with fundamental assumptions in several fields.,No,Often,Often,Rarely,Often,Sometimes,Rarely,Sometimes,Rarely,Descrptions biased by preconceived ideas.,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Rarely,Supervisor bias,Yes,Maybe,No,No,No,Maybe,Yes,No,Deeper considerations of older (historical) interpretations concerning fundamentals.,No,No,Maybe,No,Maybe,Rank references by hypothesis endorsement not alphabetical.
